ElectionDate,OfficeCode(text),DistrictCode(Text),StatusCode,CountyCode,county,precinct,zoffice1,office,district,PartyOrder,PartyDescription,party,CandidateID,candidate,CandidateFirstName,CandidateMiddleName,CandidateFormerName,votes,WriteIn(W)/Uncommitted(Z),Recount(*),Nomindated(N)/Elected(E)
11/5/2024,1,0,0,10,BENZIE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,36,,,
11/5/2024,1,0,0,10,BENZIE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,5767,,,
11/5/2024,1,0,0,10,BENZIE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,6890,,,
11/5/2024,1,0,0,10,BENZIE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,54,,,
11/5/2024,1,0,0,10,BENZIE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,13,,,
11/5/2024,1,0,0,10,BENZIE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,58,,,
11/5/2024,1,0,0,10,BENZIE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,4,,,
11/5/2024,1,0,0,10,BENZIE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,5,,,
11/5/2024,1,0,0,10,BENZIE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,10,BENZIE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,10,BENZIE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,10,BENZIE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,11,BERRIEN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,235,,,
11/5/2024,1,0,0,11,BERRIEN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,38288,,,
11/5/2024,1,0,0,11,BERRIEN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,44965,,,
11/5/2024,1,0,0,11,BERRIEN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,357,,,
11/5/2024,1,0,0,11,BERRIEN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,107,,,
11/5/2024,1,0,0,11,BERRIEN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,380,,,
11/5/2024,1,0,0,11,BERRIEN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,31,,,
11/5/2024,1,0,0,11,BERRIEN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,64,,,
11/5/2024,1,0,0,11,BERRIEN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,11,BERRIEN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,11,BERRIEN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,11,BERRIEN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,12,BRANCH,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,77,,,
11/5/2024,1,0,0,12,BRANCH,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,5910,,,
11/5/2024,1,0,0,12,BRANCH,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,14847,,,
11/5/2024,1,0,0,12,BRANCH,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,77,,,
11/5/2024,1,0,0,12,BRANCH,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,39,,,
11/5/2024,1,0,0,12,BRANCH,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,113,,,
11/5/2024,1,0,0,12,BRANCH,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,11,,,
11/5/2024,1,0,0,12,BRANCH,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,12,,,
11/5/2024,1,0,0,12,BRANCH,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,12,BRANCH,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,12,BRANCH,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,12,BRANCH,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,13,CALHOUN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,159,,,
11/5/2024,1,0,0,13,CALHOUN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,26078,,,
11/5/2024,1,0,0,13,CALHOUN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,36982,,,
11/5/2024,1,0,0,13,CALHOUN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,245,,,
11/5/2024,1,0,0,13,CALHOUN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,68,,,
11/5/2024,1,0,0,13,CALHOUN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,300,,,
11/5/2024,1,0,0,13,CALHOUN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,15,,,
11/5/2024,1,0,0,13,CALHOUN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,46,,,
11/5/2024,1,0,0,13,CALHOUN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,13,CALHOUN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,13,CALHOUN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,13,CALHOUN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,14,CASS,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,49,,,
11/5/2024,1,0,0,14,CASS,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,8863,,,
11/5/2024,1,0,0,14,CASS,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,18251,,,
11/5/2024,1,0,0,14,CASS,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,91,,,
11/5/2024,1,0,0,14,CASS,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,33,,,
11/5/2024,1,0,0,14,CASS,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,106,,,
11/5/2024,1,0,0,14,CASS,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,11,,,
11/5/2024,1,0,0,14,CASS,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,15,,,
11/5/2024,1,0,0,14,CASS,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,14,CASS,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,14,CASS,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,14,CASS,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,15,CHARLEVOIX,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,57,,,
11/5/2024,1,0,0,15,CHARLEVOIX,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,7194,,,
11/5/2024,1,0,0,15,CHARLEVOIX,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,10183,,,
11/5/2024,1,0,0,15,CHARLEVOIX,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,75,,,
11/5/2024,1,0,0,15,CHARLEVOIX,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,18,,,
11/5/2024,1,0,0,15,CHARLEVOIX,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,114,,,
11/5/2024,1,0,0,15,CHARLEVOIX,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,4,,,
11/5/2024,1,0,0,15,CHARLEVOIX,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,11,,,
11/5/2024,1,0,0,15,CHARLEVOIX,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,15,CHARLEVOIX,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,15,CHARLEVOIX,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,15,CHARLEVOIX,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,16,CHEBOYGAN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,40,,,
11/5/2024,1,0,0,16,CHEBOYGAN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,5539,,,
11/5/2024,1,0,0,16,CHEBOYGAN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,10650,,,
11/5/2024,1,0,0,16,CHEBOYGAN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,66,,,
11/5/2024,1,0,0,16,CHEBOYGAN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,23,,,
11/5/2024,1,0,0,16,CHEBOYGAN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,86,,,
11/5/2024,1,0,0,16,CHEBOYGAN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,8,,,
11/5/2024,1,0,0,16,CHEBOYGAN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,4,,,
11/5/2024,1,0,0,16,CHEBOYGAN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,16,CHEBOYGAN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,16,CHEBOYGAN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,16,CHEBOYGAN,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,17,CHIPPEWA,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,61,,,
11/5/2024,1,0,0,17,CHIPPEWA,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,6796,,,
11/5/2024,1,0,0,17,CHIPPEWA,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,11248,,,
11/5/2024,1,0,0,17,CHIPPEWA,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,90,,,
11/5/2024,1,0,0,17,CHIPPEWA,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,25,,,
11/5/2024,1,0,0,17,CHIPPEWA,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,122,,,
11/5/2024,1,0,0,17,CHIPPEWA,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,8,,,
11/5/2024,1,0,0,17,CHIPPEWA,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,12,,,
11/5/2024,1,0,0,17,CHIPPEWA,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,17,CHIPPEWA,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,17,CHIPPEWA,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,17,CHIPPEWA,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,18,CLARE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,5,GREEN,,5006,STEIN,JILL,,,25,,,
11/5/2024,1,0,0,18,CLARE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,1,DEMOCRATIC,DEM,376696,HARRIS,KAMALA,D.,,5276,,,
11/5/2024,1,0,0,18,CLARE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,2,REPUBLICAN,REP,439008,TRUMP,DONALD,J.,,11766,,,
11/5/2024,1,0,0,18,CLARE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,3,LIBERTARIAN,,466421,OLIVER,CHASE,,,72,,,
11/5/2024,1,0,0,18,CLARE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,4,U.S. TAXPAYERS,,466422,TERRY,RANDALL,,,18,,,
11/5/2024,1,0,0,18,CLARE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,7,NATURAL LAW,,466423,"KENNEDY, JR.",ROBERT,F.,,114,,,
11/5/2024,1,0,0,18,CLARE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,466425,KISHORE,JOSEPH,,,8,,,
11/5/2024,1,0,0,18,CLARE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,480174,WEST,CORNEL,,,6,,,
11/5/2024,1,0,0,18,CLARE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481360,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,18,CLARE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481361,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,18,CLARE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481362,WRITE-IN,,,,0,Y,,
11/5/2024,1,0,0,18,CLARE,ALL,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,President of the United States,,8,NO PARTY AFFILIATION,,481363,WRITE-IN,,,,0,Y,,
