county,precinct,candidate,votes,voteType,party,office
St. Joseph,"City of Sturgis, Precinct 2",Joseph Solis-Mullen,14,Total,Libertarian,US Senator
St. Joseph,"City of Sturgis, Precinct 3",Joseph Solis-Mullen,17,Total,Libertarian,US Senator
St. Joseph,"City of Sturgis, Precinct 4",Joseph Solis-Mullen,4,Total,Libertarian,US Senator
St. Joseph,"City of Three Rivers, Precinct 1",Joseph Solis-Mullen,36,Total,Libertarian,US Senator
St. Joseph,"City of Three Rivers, Precinct 2",Joseph Solis-Mullen,33,Total,Libertarian,US Senator
St. Joseph,ALL,Dave Stein,289,Total,U.S. Taxpayers,US Senator
St. Joseph,"Burr Oak Township, Precinct 1",Dave Stein,10,Total,U.S. Taxpayers,US Senator
St. Joseph,"Colon Township, Precinct 1",Dave Stein,17,Total,U.S. Taxpayers,US Senator
St. Joseph,"Constantine Township, Precinct 1",Dave Stein,11,Total,U.S. Taxpayers,US Senator
St. Joseph,"Constantine Township, Precinct 2",Dave Stein,8,Total,U.S. Taxpayers,US Senator
St. Joseph,"Fabius Township, Precinct 1",Dave Stein,8,Total,U.S. Taxpayers,US Senator
St. Joseph,"Fawn River Township, Precinct 1",Dave Stein,3,Total,U.S. Taxpayers,US Senator
St. Joseph,"Florence Township, Precinct 1",Dave Stein,9,Total,U.S. Taxpayers,US Senator
St. Joseph,"Flowerfield Township, Precinct 1",Dave Stein,6,Total,U.S. Taxpayers,US Senator
St. Joseph,"Leonidas Township, Precinct 1",Dave Stein,5,Total,U.S. Taxpayers,US Senator
St. Joseph,"Lockport Township, Precinct 1",Dave Stein,20,Total,U.S. Taxpayers,US Senator
St. Joseph,"Mendon Township, Precinct 1",Dave Stein,13,Total,U.S. Taxpayers,US Senator
St. Joseph,"Mottville Township, Precinct 1",Dave Stein,9,Total,U.S. Taxpayers,US Senator
St. Joseph,"Nottawa Township, Precinct 1",Dave Stein,13,Total,U.S. Taxpayers,US Senator
St. Joseph,"Park Township, Precinct 1",Dave Stein,12,Total,U.S. Taxpayers,US Senator
St. Joseph,"Sherman Township, Precinct 1",Dave Stein,15,Total,U.S. Taxpayers,US Senator
St. Joseph,"Sturgis Township, Precinct 1",Dave Stein,11,Total,U.S. Taxpayers,US Senator
St. Joseph,"White Pigeon Township, Precinct 1",Dave Stein,23,Total,U.S. Taxpayers,US Senator
St. Joseph,"City of Sturgis, Precinct 1",Dave Stein,13,Total,U.S. Taxpayers,US Senator
St. Joseph,"City of Sturgis, Precinct 2",Dave Stein,11,Total,U.S. Taxpayers,US Senator
St. Joseph,"City of Sturgis, Precinct 3",Dave Stein,15,Total,U.S. Taxpayers,US Senator
St. Joseph,"City of Sturgis, Precinct 4",Dave Stein,11,Total,U.S. Taxpayers,US Senator
St. Joseph,"City of Three Rivers, Precinct 1",Dave Stein,23,Total,U.S. Taxpayers,US Senator
St. Joseph,"City of Three Rivers, Precinct 2",Dave Stein,23,Total,U.S. Taxpayers,US Senator
St. Joseph,ALL,Douglas P. Marsh,179,Total,Green,US Senator
St. Joseph,"Burr Oak Township, Precinct 1",Douglas P. Marsh,8,Total,Green,US Senator
St. Joseph,"Colon Township, Precinct 1",Douglas P. Marsh,8,Total,Green,US Senator
St. Joseph,"Constantine Township, Precinct 1",Douglas P. Marsh,8,Total,Green,US Senator
St. Joseph,"Constantine Township, Precinct 2",Douglas P. Marsh,5,Total,Green,US Senator
St. Joseph,"Fabius Township, Precinct 1",Douglas P. Marsh,7,Total,Green,US Senator
St. Joseph,"Fawn River Township, Precinct 1",Douglas P. Marsh,2,Total,Green,US Senator
St. Joseph,"Florence Township, Precinct 1",Douglas P. Marsh,2,Total,Green,US Senator
St. Joseph,"Flowerfield Township, Precinct 1",Douglas P. Marsh,6,Total,Green,US Senator
St. Joseph,"Leonidas Township, Precinct 1",Douglas P. Marsh,3,Total,Green,US Senator
St. Joseph,"Lockport Township, Precinct 1",Douglas P. Marsh,13,Total,Green,US Senator
St. Joseph,"Mendon Township, Precinct 1",Douglas P. Marsh,7,Total,Green,US Senator
St. Joseph,"Mottville Township, Precinct 1",Douglas P. Marsh,8,Total,Green,US Senator
St. Joseph,"Nottawa Township, Precinct 1",Douglas P. Marsh,20,Total,Green,US Senator
St. Joseph,"Park Township, Precinct 1",Douglas P. Marsh,5,Total,Green,US Senator
St. Joseph,"Sherman Township, Precinct 1",Douglas P. Marsh,9,Total,Green,US Senator
St. Joseph,"Sturgis Township, Precinct 1",Douglas P. Marsh,11,Total,Green,US Senator
St. Joseph,"White Pigeon Township, Precinct 1",Douglas P. Marsh,11,Total,Green,US Senator
St. Joseph,"City of Sturgis, Precinct 1",Douglas P. Marsh,7,Total,Green,US Senator
St. Joseph,"City of Sturgis, Precinct 2",Douglas P. Marsh,11,Total,Green,US Senator
St. Joseph,"City of Sturgis, Precinct 3",Douglas P. Marsh,4,Total,Green,US Senator
St. Joseph,"City of Sturgis, Precinct 4",Douglas P. Marsh,2,Total,Green,US Senator
St. Joseph,"City of Three Rivers, Precinct 1",Douglas P. Marsh,10,Total,Green,US Senator
St. Joseph,"City of Three Rivers, Precinct 2",Douglas P. Marsh,12,Total,Green,US Senator
St. Joseph,ALL,Doug Dern,138,Total,Natural Law,US Senator
St. Joseph,"Burr Oak Township, Precinct 1",Doug Dern,5,Total,Natural Law,US Senator
St. Joseph,"Colon Township, Precinct 1",Doug Dern,7,Total,Natural Law,US Senator
St. Joseph,"Constantine Township, Precinct 1",Doug Dern,9,Total,Natural Law,US Senator
St. Joseph,"Constantine Township, Precinct 2",Doug Dern,3,Total,Natural Law,US Senator
St. Joseph,"Fabius Township, Precinct 1",Doug Dern,8,Total,Natural Law,US Senator
St. Joseph,"Fawn River Township, Precinct 1",Doug Dern,1,Total,Natural Law,US Senator
St. Joseph,"Florence Township, Precinct 1",Doug Dern,3,Total,Natural Law,US Senator
St. Joseph,"Flowerfield Township, Precinct 1",Doug Dern,2,Total,Natural Law,US Senator
St. Joseph,"Leonidas Township, Precinct 1",Doug Dern,3,Total,Natural Law,US Senator
St. Joseph,"Lockport Township, Precinct 1",Doug Dern,11,Total,Natural Law,US Senator
St. Joseph,"Mendon Township, Precinct 1",Doug Dern,6,Total,Natural Law,US Senator
St. Joseph,"Mottville Township, Precinct 1",Doug Dern,4,Total,Natural Law,US Senator
St. Joseph,"Nottawa Township, Precinct 1",Doug Dern,7,Total,Natural Law,US Senator
St. Joseph,"Park Township, Precinct 1",Doug Dern,6,Total,Natural Law,US Senator
St. Joseph,"Sherman Township, Precinct 1",Doug Dern,7,Total,Natural Law,US Senator
St. Joseph,"Sturgis Township, Precinct 1",Doug Dern,5,Total,Natural Law,US Senator
St. Joseph,"White Pigeon Township, Precinct 1",Doug Dern,11,Total,Natural Law,US Senator
St. Joseph,"City of Sturgis, Precinct 1",Doug Dern,6,Total,Natural Law,US Senator
St. Joseph,"City of Sturgis, Precinct 2",Doug Dern,3,Total,Natural Law,US Senator
St. Joseph,"City of Sturgis, Precinct 3",Doug Dern,4,Total,Natural Law,US Senator
St. Joseph,"City of Sturgis, Precinct 4",Doug Dern,7,Total,Natural Law,US Senator
St. Joseph,"City of Three Rivers, Precinct 1",Doug Dern,8,Total,Natural Law,US Senator
St. Joseph,"City of Three Rivers, Precinct 2",Doug Dern,12,Total,Natural Law,US Senator
St. Joseph,ALL,Write-in,59,Total,,US Senator
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,1,Total,,US Senator
St. Joseph,"Colon Township, Precinct 1",Write-in,3,Total,,US Senator
St. Joseph,"Constantine Township, Precinct 1",Write-in,2,Total,,US Senator
St. Joseph,"Constantine Township, Precinct 2",Write-in,1,Total,,US Senator
St. Joseph,"Fabius Township, Precinct 1",Write-in,2,Total,,US Senator
St. Joseph,"Fawn River Township, Precinct 1",Write-in,0,Total,,US Senator
St. Joseph,"Florence Township, Precinct 1",Write-in,0,Total,,US Senator
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,0,Total,,US Senator
St. Joseph,"Leonidas Township, Precinct 1",Write-in,4,Total,,US Senator
St. Joseph,"Lockport Township, Precinct 1",Write-in,5,Total,,US Senator
St. Joseph,"Mendon Township, Precinct 1",Write-in,0,Total,,US Senator
St. Joseph,"Mottville Township, Precinct 1",Write-in,2,Total,,US Senator
St. Joseph,"Nottawa Township, Precinct 1",Write-in,2,Total,,US Senator
St. Joseph,"Park Township, Precinct 1",Write-in,1,Total,,US Senator
St. Joseph,"Sherman Township, Precinct 1",Write-in,2,Total,,US Senator
St. Joseph,"Sturgis Township, Precinct 1",Write-in,2,Total,,US Senator
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,4,Total,,US Senator
St. Joseph,"City of Sturgis, Precinct 1",Write-in,4,Total,,US Senator
St. Joseph,"City of Sturgis, Precinct 2",Write-in,5,Total,,US Senator
St. Joseph,"City of Sturgis, Precinct 3",Write-in,2,Total,,US Senator
St. Joseph,"City of Sturgis, Precinct 4",Write-in,1,Total,,US Senator
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,8,Total,,US Senator
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,8,Total,,US Senator
St. Joseph,ALL,Libbi Urban,8326,Total,Democrat,Representative in Congress
St. Joseph,"Burr Oak Township, Precinct 1",Libbi Urban,250,Total,Democrat,Representative in Congress
St. Joseph,"Colon Township, Precinct 1",Libbi Urban,373,Total,Democrat,Representative in Congress
St. Joseph,"Constantine Township, Precinct 1",Libbi Urban,288,Total,Democrat,Representative in Congress
St. Joseph,"Constantine Township, Precinct 2",Libbi Urban,184,Total,Democrat,Representative in Congress
St. Joseph,"Fabius Township, Precinct 1",Libbi Urban,623,Total,Democrat,Representative in Congress
St. Joseph,"Fawn River Township, Precinct 1",Libbi Urban,176,Total,Democrat,Representative in Congress
St. Joseph,"Florence Township, Precinct 1",Libbi Urban,115,Total,Democrat,Representative in Congress
St. Joseph,"Flowerfield Township, Precinct 1",Libbi Urban,245,Total,Democrat,Representative in Congress
St. Joseph,"Leonidas Township, Precinct 1",Libbi Urban,110,Total,Democrat,Representative in Congress
St. Joseph,"Lockport Township, Precinct 1",Libbi Urban,726,Total,Democrat,Representative in Congress
St. Joseph,"Mendon Township, Precinct 1",Libbi Urban,450,Total,Democrat,Representative in Congress
St. Joseph,"Mottville Township, Precinct 1",Libbi Urban,153,Total,Democrat,Representative in Congress
St. Joseph,"Nottawa Township, Precinct 1",Libbi Urban,499,Total,Democrat,Representative in Congress
St. Joseph,"Park Township, Precinct 1",Libbi Urban,391,Total,Democrat,Representative in Congress
St. Joseph,"Sherman Township, Precinct 1",Libbi Urban,435,Total,Democrat,Representative in Congress
St. Joseph,"Sturgis Township, Precinct 1",Libbi Urban,231,Total,Democrat,Representative in Congress
St. Joseph,"White Pigeon Township, Precinct 1",Libbi Urban,480,Total,Democrat,Representative in Congress
St. Joseph,"City of Sturgis, Precinct 1",Libbi Urban,465,Total,Democrat,Representative in Congress
St. Joseph,"City of Sturgis, Precinct 2",Libbi Urban,241,Total,Democrat,Representative in Congress
St. Joseph,"City of Sturgis, Precinct 3",Libbi Urban,212,Total,Democrat,Representative in Congress
St. Joseph,"City of Sturgis, Precinct 4",Libbi Urban,348,Total,Democrat,Representative in Congress
St. Joseph,"City of Three Rivers, Precinct 1",Libbi Urban,680,Total,Democrat,Representative in Congress
St. Joseph,"City of Three Rivers, Precinct 2",Libbi Urban,651,Total,Democrat,Representative in Congress
St. Joseph,Out of County Precinct,Libbi Urban,0,Total,Democrat,Representative in Congress
St. Joseph,ALL,Tim Walberg,19537,Total,Republican,Representative in Congress
St. Joseph,"Burr Oak Township, Precinct 1",Tim Walberg,955,Total,Republican,Representative in Congress
St. Joseph,"Colon Township, Precinct 1",Tim Walberg,1181,Total,Republican,Representative in Congress
St. Joseph,"Constantine Township, Precinct 1",Tim Walberg,803,Total,Republican,Representative in Congress
St. Joseph,"Constantine Township, Precinct 2",Tim Walberg,567,Total,Republican,Representative in Congress
St. Joseph,"Fabius Township, Precinct 1",Tim Walberg,1368,Total,Republican,Representative in Congress
St. Joseph,"Fawn River Township, Precinct 1",Tim Walberg,577,Total,Republican,Representative in Congress
St. Joseph,"Florence Township, Precinct 1",Tim Walberg,494,Total,Republican,Representative in Congress
St. Joseph,"Flowerfield Township, Precinct 1",Tim Walberg,693,Total,Republican,Representative in Congress
St. Joseph,"Leonidas Township, Precinct 1",Tim Walberg,437,Total,Republican,Representative in Congress
St. Joseph,"Lockport Township, Precinct 1",Tim Walberg,1317,Total,Republican,Representative in Congress
St. Joseph,"Mendon Township, Precinct 1",Tim Walberg,1071,Total,Republican,Representative in Congress
St. Joseph,"Mottville Township, Precinct 1",Tim Walberg,533,Total,Republican,Representative in Congress
St. Joseph,"Nottawa Township, Precinct 1",Tim Walberg,1206,Total,Republican,Representative in Congress
St. Joseph,"Park Township, Precinct 1",Tim Walberg,934,Total,Republican,Representative in Congress
St. Joseph,"Sherman Township, Precinct 1",Tim Walberg,1348,Total,Republican,Representative in Congress
St. Joseph,"Sturgis Township, Precinct 1",Tim Walberg,659,Total,Republican,Representative in Congress
St. Joseph,"White Pigeon Township, Precinct 1",Tim Walberg,1410,Total,Republican,Representative in Congress
St. Joseph,"City of Sturgis, Precinct 1",Tim Walberg,859,Total,Republican,Representative in Congress
St. Joseph,"City of Sturgis, Precinct 2",Tim Walberg,398,Total,Republican,Representative in Congress
St. Joseph,"City of Sturgis, Precinct 3",Tim Walberg,455,Total,Republican,Representative in Congress
St. Joseph,"City of Sturgis, Precinct 4",Tim Walberg,589,Total,Republican,Representative in Congress
St. Joseph,"City of Three Rivers, Precinct 1",Tim Walberg,799,Total,Republican,Representative in Congress
St. Joseph,"City of Three Rivers, Precinct 2",Tim Walberg,884,Total,Republican,Representative in Congress
St. Joseph,Out of County Precinct,Tim Walberg,0,Total,Republican,Representative in Congress
St. Joseph,ALL,James Bronke,499,Total,Green,Representative in Congress
St. Joseph,"Burr Oak Township, Precinct 1",James Bronke,24,Total,Green,Representative in Congress
St. Joseph,"Colon Township, Precinct 1",James Bronke,23,Total,Green,Representative in Congress
St. Joseph,"Constantine Township, Precinct 1",James Bronke,22,Total,Green,Representative in Congress
St. Joseph,"Constantine Township, Precinct 2",James Bronke,13,Total,Green,Representative in Congress
St. Joseph,"Fabius Township, Precinct 1",James Bronke,24,Total,Green,Representative in Congress
St. Joseph,"Fawn River Township, Precinct 1",James Bronke,8,Total,Green,Representative in Congress
St. Joseph,"Florence Township, Precinct 1",James Bronke,9,Total,Green,Representative in Congress
St. Joseph,"Flowerfield Township, Precinct 1",James Bronke,15,Total,Green,Representative in Congress
St. Joseph,"Leonidas Township, Precinct 1",James Bronke,13,Total,Green,Representative in Congress
St. Joseph,"Lockport Township, Precinct 1",James Bronke,41,Total,Green,Representative in Congress
St. Joseph,"Mendon Township, Precinct 1",James Bronke,22,Total,Green,Representative in Congress
St. Joseph,"Mottville Township, Precinct 1",James Bronke,10,Total,Green,Representative in Congress
St. Joseph,"Nottawa Township, Precinct 1",James Bronke,35,Total,Green,Representative in Congress
St. Joseph,"Park Township, Precinct 1",James Bronke,15,Total,Green,Representative in Congress
St. Joseph,"Sherman Township, Precinct 1",James Bronke,20,Total,Green,Representative in Congress
St. Joseph,"Sturgis Township, Precinct 1",James Bronke,15,Total,Green,Representative in Congress
St. Joseph,"White Pigeon Township, Precinct 1",James Bronke,30,Total,Green,Representative in Congress
St. Joseph,"City of Sturgis, Precinct 1",James Bronke,27,Total,Green,Representative in Congress
St. Joseph,"City of Sturgis, Precinct 2",James Bronke,24,Total,Green,Representative in Congress
St. Joseph,"City of Sturgis, Precinct 3",James Bronke,21,Total,Green,Representative in Congress
St. Joseph,"City of Sturgis, Precinct 4",James Bronke,15,Total,Green,Representative in Congress
St. Joseph,"City of Three Rivers, Precinct 1",James Bronke,36,Total,Green,Representative in Congress
St. Joseph,"City of Three Rivers, Precinct 2",James Bronke,37,Total,Green,Representative in Congress
St. Joseph,Out of County Precinct,James Bronke,0,Total,Green,Representative in Congress
St. Joseph,ALL,Write-in,64,Total,,Representative in Congress
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,0,Total,,Representative in Congress
St. Joseph,"Colon Township, Precinct 1",Write-in,4,Total,,Representative in Congress
St. Joseph,"Constantine Township, Precinct 1",Write-in,2,Total,,Representative in Congress
St. Joseph,"Constantine Township, Precinct 2",Write-in,1,Total,,Representative in Congress
St. Joseph,"Fabius Township, Precinct 1",Write-in,2,Total,,Representative in Congress
St. Joseph,"Fawn River Township, Precinct 1",Write-in,0,Total,,Representative in Congress
St. Joseph,"Florence Township, Precinct 1",Write-in,0,Total,,Representative in Congress
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,1,Total,,Representative in Congress
St. Joseph,"Leonidas Township, Precinct 1",Write-in,3,Total,,Representative in Congress
St. Joseph,"Lockport Township, Precinct 1",Write-in,5,Total,,Representative in Congress
St. Joseph,"Mendon Township, Precinct 1",Write-in,2,Total,,Representative in Congress
St. Joseph,"Mottville Township, Precinct 1",Write-in,3,Total,,Representative in Congress
St. Joseph,"Nottawa Township, Precinct 1",Write-in,1,Total,,Representative in Congress
